i,traffic,retry_attempt,retry_interval,cb,pc_succ_req,pc_fail_req,pc_cb_req,pc_c_rt,f_succ_req,f_fail_req,f_cb_req,f_c_rt
277,1.0,none,25,100,203.4,0.0,0.0,9.455882352941178,34.4,0.0,0,398.12499999999983
278,1.0,none,25,100,206.4,0.0,0.0,72.63888888888883,33.8,0.0,0,82.80000000000001
279,1.0,none,25,100,204.2,0.0,0.0,9.408536585365853,34.2,0.0,0,281.25
280,1.0,none,25,100,197.0,0.0,0.0,67.945205479452,33.0,0.0,0,92.1875
281,1.0,none,25,100,212.0,0.0,0.0,9.325342465753424,35.4,0.0,0,180.62499999999955
282,1.0,none,25,100,189.8,0.0,0.0,25.723684210526034,31.2,0.0,0,143.12500000000003
283,1.0,none,25,100,154.6,0.0,0.0,8.360576923076925,25.4,0.0,0,222.6086956521739
284,1.0,none,25,100,188.4,0.0,0.0,42.7678571428569,32.0,0.0,0,119.16666666666643
285,1.0,none,25,100,183.2,0.0,0.0,7.85064935064934,30.4,0.0,0,332.49999999999955
286,1.0,none,25,100,225.0,0.0,0.0,50.20833333333334,37.8,0.0,0,94.02542372881356
287,1.0,none,25,100,204.2,0.0,0.0,15.062500000000014,33.8,0.0,0,366.91176470588243
288,1.0,none,25,100,171.0,0.0,0.0,68.76712328767114,28.4,0.0,0,98.515625
289,1.0,none,25,100,225.0,0.0,0.0,14.499999999999979,37.6,0.0,0,294.3181818181818
290,1.0,none,25,100,204.0,0.0,0.0,70.18072289156623,33.8,0.0,0,206.07142857142838
291,1.0,none,25,100,183.2,0.0,0.0,19.06818181818164,31.4,0.0,0,223.4285714285714
292,1.0,none,25,100,212.2,0.0,0.0,13.234375,35.2,0.0,0,136.81818181818196
293,1.0,none,25,100,195.0,0.0,0.0,9.161184210526319,31.8,0.0,0,347.3214285714287
294,1.0,none,25,100,250.0,0.0,0.0,59.589552238805936,42.6,0.0,0,201.9531249999999
295,1.0,none,25,100,178.2,0.0,0.0,19.187499999999936,29.6,0.0,0,443.05555555555554
296,1.0,none,25,100,204.8,0.0,0.0,72.96296296296298,33.0,0.0,0,132.99999999999983
297,1.0,none,25,100,212.2,0.0,0.0,9.680327868852448,35.4,0.0,0,388.8888888888881
298,1.0,none,25,100,193.0,0.0,0.0,73.71428571428571,32.8,0.0,0,114.16666666666652
299,1.0,none,25,100,191.2,0.0,0.0,8.74285714285714,31.4,0.0,0,270.83333333333314
300,1.0,1,25,1024,184.2,7.0,0.0,33.409090909090835,30.6,6.8,0,143.63636363636346
301,1.0,1,25,1024,181.6,2.6,0.0,55.441176470588296,30.4,3.6,0,98.4375
302,1.0,1,25,1024,164.2,3.0,0.0,13.999999999999599,25.8,3.0,0,96.66666666666666
303,1.0,1,25,1024,211.2,2.6,0.0,28.94736842105258,34.4,2.6,0,94.80468749999997
304,1.0,1,25,1024,165.8,6.0,0.0,15.999999999999945,25.4,6.4,0,91.98529411764704
305,1.0,1,25,1024,201.4,2.5999999999999996,0.0,34.42307692307685,33.2,1.6,0,92.85714285714285
306,1.0,1,25,1024,175.6,3.6,0.0,13.26785714285705,26.8,4.8,0,93.68421052631578
307,1.0,1,25,1024,177.6,2.8,0.0,38.65384615384606,30.2,2.4000000000000004,0,94.8076923076923
308,1.0,1,25,1024,170.6,3.8000000000000003,0.0,14.295454545454149,27.6,2.4,0,88.43749999999997
309,1.0,1,25,1024,194.6,2.4,0.0,36.8749999999999,31.2,3.8,0,97.89772727272727
310,1.0,1,25,1024,187.6,7.6,0.0,10.306818181818196,30.0,6.4,0,93.42857142857142
311,1.0,1,25,1024,182.4,2.6,0.0,55.75471698113208,30.2,4.2,0,93.6046511627907
312,1.0,1,25,1024,180.6,7.8,0.0,17.199999999999847,26.6,7.800000000000001,0,94.80263157894737
313,1.0,1,25,1024,183.8,3.0,0.0,59.473684210526194,30.4,3.8,0,98.578431372549
314,1.0,1,25,1024,173.6,4.800000000000001,0.0,10.428571428571036,26.2,5.2,0,99.09722222222223
315,1.0,1,25,1024,184.4,2.2,0.0,31.60714285714291,30.0,1.2,0,87.5
316,1.0,1,25,1024,155.6,5.6,0.0,13.449999999999765,25.8,6.2,0,93.26086956521738
317,1.0,1,25,1024,187.0,0.2,0.0,41.40624999999999,30.6,1.2000000000000002,0,91.80851063829786
318,1.0,1,25,1024,174.6,8.6,0.0,9.918367346938776,26.2,8.8,0,95.15957446808508
319,1.0,1,25,1024,165.8,1.4,0.0,71.06666666666669,28.0,1.6,0,115.93750000000014
320,1.0,1,25,1024,169.4,4.8,0.0,7.25520833333332,24.6,4.2,0,88.61111111111106
321,1.0,1,25,1024,186.6,3.0,0.0,47.499999999999886,30.6,3.6,0,95.7142857142857
322,1.0,1,25,1024,161.6,4.6,0.0,9.470833333333328,29.8,3.8000000000000003,0,94.07407407407406
323,1.0,1,25,1024,188.8,3.6,0.0,54.642857142857146,26.0,7.6,0,91.16666666666664
324,1.0,1,25,1024,153.0,5.2,0.0,26.822916666666494,26.4,8.0,0,129.1666666666665
325,1.0,10,25,1024,91.0,7.8,0.0,1804.999999999999,11.6,8.2,0,2624.9999999999973
326,1.0,10,25,1024,108.0,6.0,0.0,1785.1063829787222,17.8,5.4,0,4270.833333333332
327,1.0,10,25,1024,63.4,14.8,0.0,1633.8235294117635,1.8,13.0,0,3678.5714285714284
328,1.0,10,25,1024,65.6,3.6,0.0,2100.8928571428564,14.6,4.6,0,4625.0
329,1.0,10,25,1024,78.4,9.0,0.0,1797.8723404255304,8.4,9.6,0,4416.666666666666
330,1.0,10,25,1024,86.4,6.6,0.0,1884.1346153846134,11.4,6.4,0,4089.2857142857133
331,1.0,10,25,1024,70.8,7.8,0.0,1860.294117647057,7.8,9.6,0,4347.222222222222
332,1.0,10,25,1024,83.6,7.4,0.0,1993.1034482758614,13.0,4.4,0,4490.384615384614
333,1.0,10,25,1024,48.8,14.0,0.0,1990.4761904761901,1.8,13.6,0,4324.999999999999
334,1.0,10,25,1024,57.6,7.0,0.0,2115.7894736842104,8.8,8.399999999999999,0,4750.0
335,1.0,10,25,1024,62.4,9.4,0.0,1977.7272727272723,6.8,11.2,0,4729.166666666665
336,1.0,10,25,1024,78.6,9.0,0.0,2076.865671641791,11.2,9.0,0,4196.42857142857
337,1.0,10,25,1024,61.4,10.2,0.0,1969.9999999999995,5.6,9.200000000000001,0,3899.999999999998
338,1.0,10,25,1024,84.0,7.2,0.0,2066.5254237288136,13.8,4.8,0,4531.249999999999
339,1.0,10,25,1024,54.8,10.8,0.0,1929.2372881355914,2.197,10.788,0,4109.374999999999
340,1.0,10,25,1024,56.6,6.8,0.0,2110.849056603774,10.813,7.809,0,4819.444444444443
341,1.0,10,25,1024,72.6,7.199999999999999,0.0,1962.2641509433963,7.8,8.6,0,4412.499999999999
342,1.0,10,25,1024,85.0,6.4,0.0,1969.6428571428562,12.4,5.4,0,4558.333333333332
343,1.0,10,25,1024,73.6,8.600000000000001,0.0,1872.3684210526299,9.2,9.6,0,4465.90909090909
344,1.0,10,25,1024,87.8,8.2,0.0,1982.377049180327,11.8,7.0,0,3499.9999999999964
345,1.0,10,25,1024,68.4,8.0,0.0,1769.4999999999993,8.4,9.0,0,3699.9999999999964
346,1.0,10,25,1024,87.6,6.4,0.0,1959.4339622641505,12.992,6.9959999999999996,0,4362.499999999998
347,1.0,10,25,1024,73.6,9.6,0.0,1853.6363636363626,7.404,9.405000000000001,0,4171.874999999999
348,1.0,10,25,1024,86.8,6.3999999999999995,0.0,1958.636363636363,12.8,6.6000000000000005,0,4431.818181818182
349,1.0,10,25,1024,68.8,9.399999999999999,0.0,1960.714285714286,7.4,9.2,0,4020.833333333333
350,1.0,5,25,1024,98.2,25.6,0.0,812.8571428571425,8.4,26.2,0,1937.4999999999986
351,1.0,5,25,1024,80.2,29.6,0.0,792.9999999999998,4.6,29.8,0,2082.142857142856
352,1.0,5,25,1024,81.4,31.4,0.0,850.2941176470588,6.4,30.599999999999998,0,1924.9999999999986
353,1.0,5,25,1024,88.4,15.4,0.0,796.5753424657531,11.6,20.0,0,2200.0
354,1.0,5,25,1024,0.0,32.4,0.0,707.1428571428553,0.0,31.599999999999998,0,1487.499999999999
355,1.0,5,25,1024,0.0,32.0,0.0,609.9999999999994,0.0,32.4,0,
356,1.0,5,25,1024,0.0,31.0,0.0,493.0803571428571,0.0,31.0,0,
357,1.0,5,25,1024,0.0,31.0,0.0,487.7136752136752,0.0,31.2,0,
358,1.0,5,25,1024,0.0,31.6,0.0,488.9772727272727,0.0,31.6,0,
359,1.0,5,25,1024,0.0,31.4,0.0,495.53571428571433,0.0,32.0,0,
360,1.0,5,25,1024,0.0,31.4,0.0,625.0,0.0,30.6,0,
361,1.0,5,25,1024,0.0,29.8,0.0,566.6666666666662,0.0,29.8,0,
362,1.0,5,25,1024,0.0,31.8,0.0,506.2499999999999,0.0,31.400000000000002,0,
363,1.0,5,25,1024,0.0,31.0,0.0,580.5555555555553,0.0,31.4,0,
364,1.0,5,25,1024,0.0,31.2,0.0,492.6190476190476,0.0,30.599999999999998,0,
365,1.0,5,25,1024,0.0,29.8,0.0,534.3749999999998,0.0,30.6,0,
366,1.0,5,25,1024,0.0,30.4,0.0,490.6762295081967,0.0,29.4,0,
367,1.0,5,25,1024,0.0,30.2,0.0,685.4166666666662,0.0,31.2,0,
368,1.0,5,25,1024,0.0,32.0,0.0,485.5042016806723,0.0,32.0,0,
369,1.0,5,25,1024,0.0,31.4,0.0,491.2383177570093,0.0,31.4,0,
370,1.0,5,25,1024,0.0,31.2,0.0,498.4375,0.0,30.8,0,
371,1.0,5,25,1024,0.0,31.0,0.0,487.9201680672269,0.0,29.8,0,
372,1.0,5,25,1024,0.0,29.4,0.0,498.52272727272725,0.0,30.6,0,
373,1.0,5,25,1024,0.0,31.4,0.0,498.5745614035088,0.0,31.400000000000002,0,
374,1.0,5,25,1024,0.0,30.8,0.0,493.45238095238096,0.0,31.2,0,
375,1.0,none,25,1024,203.6,0.0,0.0,44.64285714285646,33.2,0.0,0,362.5000000000001
376,1.0,none,25,1024,218.6,0.0,0.0,8.663793103448269,31.2,0.0,0,96.57894736842104
377,1.0,none,25,1024,223.2,0.0,0.0,79.79166666666663,41.2,0.0,0,371.87499999999955
378,1.0,none,25,1024,191.8,0.0,0.0,9.206081081081074,30.8,0.0,0,94.20634920634923
379,1.0,none,25,1024,202.933,0.0,0.0,62.501014828434315,35.6,0.0,0,240.859375
380,1.0,none,25,1024,200.267,0.0,0.0,8.703938464615476,32.8,0.0,0,93.60465116279069
381,1.0,none,25,1024,196.0,0.0,0.0,63.30357142857128,34.0,0.0,0,327.0833333333335
382,1.0,none,25,1024,204.2,0.0,0.0,8.911538461538466,32.8,0.0,0,86.5
383,1.0,none,25,1024,202.6,0.0,0.0,54.73958333333319,37.4,0.0,0,312.49999999999966
384,1.0,none,25,1024,187.2,0.0,0.0,8.933139534883724,28.2,0.0,0,136.81818181818196
385,1.0,none,25,1024,201.0,0.0,0.0,83.39552238805962,33.6,0.0,0,425.4629629629628
386,1.0,none,25,1024,206.8,0.0,0.0,8.614197530864194,31.0,0.0,0,96.16279069767441
387,1.0,none,25,1024,221.0,0.0,0.0,69.71590909090907,37.8,0.0,0,351.1363636363639
388,1.0,none,25,1024,195.8,0.0,0.0,24.149999999999928,33.8,0.0,0,195.76923076923072
389,1.0,none,25,1024,201.4,0.0,0.0,76.12499999999986,34.4,0.0,0,440.38461538461524
390,1.0,none,25,1024,198.8,0.0,0.0,9.450000000000003,32.8,0.0,0,123.24999999999942
391,1.0,none,25,1024,195.2,0.0,0.0,63.470149253731385,33.8,0.0,0,244.16666666666657
392,1.0,none,25,1024,198.6,0.0,0.0,9.230000000000008,33.6,0.0,0,96.78571428571425
393,1.0,none,25,1024,194.0,0.0,0.0,61.249999999999964,32.8,0.0,0,246.896551724138
394,1.0,none,25,1024,210.8,0.0,0.0,9.819711538461538,32.4,0.0,0,97.66666666666666
395,1.0,none,25,1024,198.8,0.0,0.0,63.03030303030303,36.8,0.0,0,372.7941176470586
396,1.0,none,25,1024,213.2,0.0,0.0,8.871093749999996,29.8,0.0,0,95.51470588235296
397,1.0,none,25,1024,159.4,0.0,0.0,78.63636363636363,33.8,0.0,0,584.09090909091
398,1.0,none,25,1024,192.8,0.0,0.0,9.080357142857132,27.2,0.0,0,97.3148148148148
399,1.0,none,25,1024,193.8,0.0,0.0,76.35057471264363,33.4,0.0,0,415.6250000000001
400,1.0,1,50,1,141.8,1.0,5.0,12.346774193548251,19.8,15.2,0,55.833333333333215
401,1.0,1,50,1,153.2,2.4,7.0,4.97752808988764,25.4,10.6,0,66.78571428571426
402,1.0,1,50,1,146.8,0.6,4.6,4.99731182795699,19.6,12.8,0,58.92857142857131
403,1.0,1,50,1,125.4,2.4,5.6,4.992000000000001,20.0,8.0,0,86.81818181818186
404,1.0,1,50,1,150.2,0.4,4.6,9.319444444444393,20.0,14.0,0,49.66216216216216
405,1.0,1,50,1,118.8,1.5999999999999999,6.2,4.959577677224736,19.2,9.2,0,75.62499999999999
406,1.0,1,50,1,149.8,1.2,5.2,4.962305295950155,20.6,16.6,0,49.9537037037037
407,1.0,1,50,1,139.4,2.4,6.6,7.279411764705831,23.8,12.4,0,90.6818181818181
408,1.0,1,50,1,155.4,0.2,5.4,9.312499999999963,19.6,11.0,0,49.73214285714286
409,1.0,1,50,1,136.8,1.6,6.0,4.977777777777778,22.0,10.0,0,84.64285714285714
410,1.0,1,50,1,146.6,0.4,4.4,5.205882352941156,19.6,11.4,0,49.55357142857143
411,1.0,1,50,1,122.2,0.6,6.2,4.933333333333332,20.4,8.4,0,56.24999999999986
412,1.0,1,50,1,129.2,0.8,4.6,4.9789799072642955,16.8,12.399999999999999,0,49.01041666666666
413,1.0,1,50,1,137.2,2.2,8.2,7.433333333333348,22.4,12.600000000000001,0,94.16666666666664
414,1.0,1,50,1,156.8,1.6,5.2,7.093750000000032,20.6,14.799999999999999,0,62.142857142857025
415,1.0,1,50,1,127.6,1.2,6.0,7.267857142857125,21.0,9.4,0,60.41666666666667
416,1.0,1,50,1,129.8,1.6,4.6,6.228260869565214,17.8,10.4,0,49.349315068493155
417,1.0,1,50,1,145.0,2.6,5.0,5.9615384615384635,25.0,9.8,0,59.16666666666674
418,1.0,1,50,1,156.8,0.2,4.6,6.016666666666727,21.2,11.200000000000001,0,64.99999999999997
419,1.0,1,50,1,149.0,1.0,7.6,5.156250000000035,23.2,13.0,0,77.22222222222223
420,1.0,1,50,1,158.4,0.4,6.2,9.17647058823525,21.8,10.6,0,64.64285714285712
421,1.0,1,50,1,143.4,1.6,5.4,6.154761904761907,24.0,10.0,0,77.50000000000003
422,1.0,1,50,1,144.8,1.6,7.4,6.72500000000003,17.2,15.4,0,49.6141975308642
423,1.0,1,50,1,135.8,2.2,5.4,8.303571428571388,22.4,8.2,0,78.88888888888886
424,1.0,1,50,1,135.4,0.4,5.0,7.328947368421097,18.0,13.2,0,48.72023809523809
425,1.0,10,50,1,142.2,0.0,7.4,4.9602339181286546,19.4,13.600000000000001,0,83.74999999999997
426,1.0,10,50,1,154.2,0.0,5.2,7.087499999999984,23.8,10.200000000000001,0,70.93749999999997
427,1.0,10,50,1,138.0,0.2,9.0,12.571428571428557,18.4,11.0,0,88.46153846153844
428,1.0,10,50,1,131.6,0.0,5.0,17.897058823529555,20.4,11.8,0,88.33333333333329
429,1.0,10,50,1,143.6,0.0,9.4,4.973170731707317,19.2,14.399999999999999,0,71.4999999999998
430,1.0,10,50,1,148.0,0.0,5.2,9.534090909090942,23.6,10.6,0,56.874999999999986
431,1.0,10,50,1,159.8,0.0,9.0,7.184210526315779,22.0,15.0,0,90.5769230769231
432,1.0,10,50,1,162.8,0.0,6.6,9.758928571428562,23.8,12.399999999999999,0,86.24999999999994
433,1.0,10,50,1,127.8,0.0,8.6,9.219999999999999,16.6,12.4,0,99.72222222222217
434,1.0,10,50,1,152.0,0.0,5.2,4.988272583201269,22.6,10.4,0,49.00735294117647
435,1.0,10,50,1,141.8,0.0,8.0,4.99171597633136,22.2,12.6,0,84.99999999999989
436,1.0,10,50,1,150.6,0.0,5.4,4.988331071913162,22.0,13.4,0,49.71518987341773
437,1.0,10,50,1,146.6,0.0,7.6,7.739130434782609,20.6,12.0,0,74.68749999999994
438,1.0,10,50,1,157.8,0.0,5.2,12.12499999999994,24.2,9.600000000000001,0,72.95454545454541
439,1.0,10,50,1,144.2,0.0,9.2,9.535714285714267,20.8,14.0,0,156.99999999999986
440,1.0,10,50,1,166.2,0.0,9.0,17.30263157894732,24.0,14.600000000000001,0,87.77777777777774
441,1.0,10,50,1,139.2,0.0,6.8,11.000000000000059,21.0,10.600000000000001,0,93.74999999999989
442,1.0,10,50,1,139.0,0.0,6.0,5.555555555555521,21.0,9.4,0,77.18749999999996
443,1.0,10,50,1,134.4,0.0,8.4,5.968749999999966,19.8,12.2,0,81.07142857142864
444,1.0,10,50,1,140.4,0.0,4.0,4.994662921348314,21.8,7.2,0,76.87500000000001
445,1.0,10,50,1,148.8,0.0,8.6,5.944444444444462,21.6,12.8,0,97.99999999999986
446,1.0,10,50,1,144.4,0.0,4.2,8.392857142857174,22.4,8.8,0,80.25000000000003
447,1.0,10,50,1,132.0,0.0,5.4,6.583333333333311,19.6,8.6,0,70.0
448,1.0,10,50,1,157.8,0.0,6.2,4.987878787878787,23.8,10.0,0,59.99999999999992
449,1.0,10,50,1,141.2,0.0,8.2,7.921874999999974,20.4,12.0,0,97.50000000000001
450,1.0,5,50,1,138.2,0.0,4.4,8.805555555555536,23.2,9.0,0,88.49999999999989
451,1.0,5,50,1,147.2,0.0,8.6,5.466666666666669,19.8,14.2,0,69.16666666666671
452,1.0,5,50,1,143.8,0.0,6.4,17.79166666666658,22.0,9.799999999999999,0,90.6818181818181
453,1.0,5,50,1,139.4,0.0,6.0,4.938983050847458,20.2,12.6,0,49.87068965517241
454,1.0,5,50,1,137.2,0.0,8.6,15.57142857142853,20.742,10.171,0,85.41666666666654
455,1.0,5,50,1,159.2,0.2,7.6,8.29347826086957,21.661,14.441,0,89.23076923076923
456,1.0,5,50,1,127.4,0.0,4.4,12.900000000000063,20.4,8.6,0,90.93750000000003
457,1.0,5,50,1,138.4,0.0,9.0,6.95588235294115,18.0,13.0,0,83.24999999999996
458,1.0,5,50,1,146.4,0.0,7.6,9.953124999999954,22.6,12.4,0,147.49999999999991
459,1.0,5,50,1,153.2,0.4,8.0,8.781249999999993,21.4,13.2,0,77.18749999999996
460,1.0,5,50,1,144.4,0.0,5.0,5.199999999999823,20.4,8.2,0,83.3333333333333
461,1.0,5,50,1,138.0,0.0,7.0,6.544642857142875,20.0,13.0,0,80.62500000000001
462,1.0,5,50,1,134.2,0.0,7.6,18.374999999999975,20.2,10.6,0,111.99999999999974
463,1.0,5,50,1,141.2,0.0,9.2,6.250000000000032,20.4,16.0,0,89.09090909090908
464,1.0,5,50,1,156.4,0.0,8.8,11.199999999999983,25.4,13.6,0,77.49999999999994
465,1.0,5,50,1,159.0,0.0,11.4,15.129032258064559,22.4,13.8,0,118.74999999999983
466,1.0,5,50,1,143.6,0.0,5.2,25.500000000000014,22.2,9.0,0,163.74999999999972
467,1.0,5,50,1,144.6,0.0,7.8,6.562500000000005,19.4,12.2,0,76.36363636363629
468,1.0,5,50,1,142.2,0.2,4.6,10.434210526315729,23.4,8.6,0,82.29166666666666
469,1.0,5,50,1,152.8,0.0,9.2,7.881578947368392,20.2,12.6,0,71.0
470,1.0,5,50,1,147.2,0.0,8.0,18.706521739130366,23.6,11.2,0,86.4583333333333
471,1.0,5,50,1,144.2,0.0,9.8,5.565789473684185,19.6,15.200000000000001,0,77.25
472,1.0,5,50,1,141.2,0.0,5.2,21.307692307692314,22.2,9.2,0,122.49999999999979
473,1.0,5,50,1,150.2,0.2,9.0,12.307692307692346,20.8,15.0,0,112.49999999999974
474,1.0,5,50,1,133.8,0.0,6.6,12.761363636363544,22.0,9.2,0,101.87499999999963
475,1.0,1,50,50,192.2,0.0,0.0,56.09374999999981,32.2,0.0,0,205.55555555555551
476,1.0,1,50,50,188.2,1.6,0.0,60.48245614035081,31.6,1.6,0,334.37500000000017
477,1.0,1,50,50,165.2,0.0,0.0,40.29761904761881,29.0,0.0,0,86.76470588235296
478,1.0,1,50,50,202.8,1.4,0.0,31.62500000000037,31.0,1.4,0,211.53225806451613
479,1.0,1,50,50,186.4,0.0,0.0,27.68382352941163,31.6,0.0,0,83.67647058823525
480,1.0,1,50,50,198.8,2.2,0.0,58.88888888888906,32.0,2.0,0,348.076923076923
481,1.0,1,50,50,188.8,0.0,0.0,50.952380952380764,31.6,0.2,0,180.73529411764702
482,1.0,1,50,50,177.8,1.0,0.0,55.79999999999998,30.8,1.0,0,284.72222222222223
483,1.0,1,50,50,206.2,0.2,0.0,60.75000000000003,33.0,0.2,0,222.49999999999997
484,1.0,1,50,50,194.0,0.4,0.0,57.45689655172387,32.2,0.4,0,207.38636363636354
485,1.0,1,50,50,187.8,0.2,0.0,14.874999999999936,31.8,0.2,0,153.07692307692292
486,1.0,1,50,50,183.0,2.8000000000000003,0.0,62.926829268292686,28.4,2.6,0,206.8749999999999
487,1.0,1,50,50,177.8,0.4,0.0,48.275862068965374,31.0,0.6,0,184.16666666666663
488,1.0,1,50,50,188.2,3.2,0.0,70.48245614035088,30.8,3.2,0,242.05882352941168
489,1.0,1,50,50,223.0,0.4,0.0,67.27272727272715,36.6,0.4,0,235.62499999999997
490,1.0,1,50,50,207.8,1.2,0.0,83.03819444444443,34.8,1.2,0,383.55263157894706
491,1.0,1,50,50,201.0,0.4,0.0,63.52272727272726,32.4,0.4,0,196.52173913043475
492,1.0,1,50,50,195.0,3.0,0.0,68.81410256410253,33.8,3.0,0,243.40517241379314
493,1.0,1,50,50,204.4,0.0,0.0,43.534482758620456,32.8,0.0,0,97.91666666666663
494,1.0,1,50,50,209.8,2.2,0.0,59.58333333333326,35.8,2.2,0,227.74193548387092
495,1.0,1,50,50,195.2,0.0,0.0,47.053571428571395,31.8,0.0,0,90.29999999999998
496,1.0,1,50,50,174.6,1.6,0.0,55.98958333333335,28.4,9.4,0,244.58333333333331
497,1.0,1,50,50,184.2,0.0,0.0,50.12820512820537,29.0,0.0,0,90.16666666666666
498,1.0,1,50,50,179.0,1.8,0.0,30.72916666666677,31.0,1.7999999999999998,0,196.42857142857142
499,1.0,1,50,50,210.8,0.0,0.0,16.749999999999687,34.6,0.0,0,155.71428571428558
500,1.0,10,50,50,205.6,0.0,0.0,91.88492063492058,37.6,0.0,0,245.26315789473682
501,1.0,10,50,50,208.6,0.4,0.0,81.08173076923067,32.0,0.4,0,631.2500000000002
502,1.0,10,50,50,215.8,0.2,0.0,97.38095238095237,38.0,0.2,0,491.796875
503,1.0,10,50,50,200.0,0.0,0.0,99.59070796460173,30.0,0.0,0,790.6249999999985
504,1.0,10,50,50,205.0,0.0,0.0,95.09776536312847,37.6,0.0,0,349.9999999999997
505,1.0,10,50,50,208.8,0.0,0.0,59.24107142857128,31.0,0.2,0,790.0000000000003
506,1.0,10,50,50,199.4,0.2,0.0,79.97685185185183,34.6,0.0,0,416.2499999999998
507,1.0,10,50,50,191.8,0.0,0.0,34.545454545454476,31.6,0.0,0,188.2142857142856
508,1.0,10,50,50,207.6,0.0,0.0,70.62499999999996,35.8,0.0,0,364.9999999999999
509,1.0,10,50,50,205.8,0.2,0.0,69.65277777777766,32.2,0.2,0,240.53571428571428
510,1.0,10,50,50,179.4,0.0,0.0,27.788461538461437,32.2,0.0,0,232.95454545454524
511,1.0,10,50,50,176.8,0.0,0.0,9.687499999999979,27.6,0.0,0,84.10714285714286
512,1.0,10,50,50,178.0,0.0,0.0,59.06250000000006,31.4,0.0,0,326.24999999999994
513,1.0,10,50,50,165.2,0.0,0.0,41.306818181818024,25.4,0.0,0,208.1249999999999
514,1.0,10,50,50,191.0,0.2,0.0,99.95481927710838,34.8,0.2,0,549.999999999999
515,1.0,10,50,50,204.4,0.0,0.0,86.42086330935251,31.8,0.0,0,835.2272727272723
516,1.0,10,50,50,216.0,0.0,0.0,93.10546875,39.4,0.0,0,458.8235294117645
517,1.0,10,50,50,194.8,0.0,0.0,76.41414141414145,28.8,0.0,0,447.4999999999998
518,1.0,10,50,50,205.4,0.0,0.0,80.86206896551718,34.6,0.0,0,408.33333333333314
519,1.0,10,50,50,181.6,0.0,0.0,73.73529411764704,30.8,0.0,0,241.91406249999994
520,1.0,10,50,50,196.0,0.0,0.0,87.33974358974355,34.8,0.0,0,423.86363636363586
521,1.0,10,50,50,200.4,0.0,0.0,70.58593750000003,31.8,0.0,0,379.1666666666662
522,1.0,10,50,50,207.2,0.0,0.0,92.10597826086956,34.0,0.0,0,428.8461538461537
523,1.0,10,50,50,181.2,0.0,0.0,74.02985074626858,29.6,0.0,0,492.85714285714266
524,1.0,10,50,50,191.6,0.0,0.0,69.92307692307685,33.8,0.0,0,416.07142857142844
525,1.0,5,50,50,196.6,0.2,0.0,86.68859649122803,34.6,0.2,0,667.3076923076917
526,1.0,5,50,50,194.8,0.2,0.0,24.34999999999988,32.8,0.2,0,193.92857142857142
527,1.0,5,50,50,198.6,0.0,0.0,63.74999999999988,32.8,0.0,0,286.2499999999999
528,1.0,5,50,50,195.4,0.0,0.0,7.778846153846146,30.6,0.2,0,94.37499999999997
529,1.0,5,50,50,201.0,0.2,0.0,88.68644067796609,35.2,0.0,0,449.4791666666664
530,1.0,5,50,50,209.2,0.0,0.0,24.83064516129027,33.0,0.6,0,207.1428571428571
531,1.0,5,50,50,229.8,0.6,0.0,95.42713567839195,40.8,0.0,0,639.2857142857133
532,1.0,5,50,50,202.8,0.0,0.0,45.8500000000002,32.6,0.0,0,176.76470588235298
533,1.0,5,50,50,183.4,0.2,0.0,79.58823529411765,30.4,0.2,0,448.07692307692287
534,1.0,5,50,50,193.4,0.0,0.0,9.957142857142856,31.6,0.0,0,95.8695652173913
535,1.0,5,50,50,203.6,0.0,0.0,83.91592920353973,35.8,0.0,0,445.4545454545454
536,1.0,5,50,50,227.2,0.0,0.0,62.464285714285644,37.0,0.0,0,242.1428571428571
537,1.0,5,50,50,214.6,0.0,0.0,75.17857142857133,36.4,0.0,0,271.2500000000002
538,1.0,5,50,50,193.6,0.0,0.0,20.61249999999994,32.4,0.0,0,181.1764705882352
539,1.0,5,50,50,200.8,0.0,0.0,85.02403846153848,35.6,0.0,0,444.85294117647055
540,1.0,5,50,50,200.0,0.4,0.0,46.079545454545475,26.6,0.6,0,208.3620689655172
541,1.0,5,50,50,184.4,0.2,0.0,92.39583333333326,34.4,0.0,0,767.1874999999997
542,1.0,5,50,50,200.0,0.0,0.0,34.31034482758605,32.6,0.0,0,207.88461538461547
543,1.0,5,50,50,198.2,0.0,0.0,72.34177215189878,35.2,0.0,0,296.5909090909088
544,1.0,5,50,50,184.2,0.0,0.0,5.068181818181821,29.0,0.0,0,91.97368421052632
545,1.0,5,50,50,210.0,0.0,0.0,71.11538461538471,37.0,0.0,0,327.49999999999966
546,1.0,5,50,50,214.4,0.0,0.0,36.42857142857139,34.6,0.0,0,206.25
547,1.0,5,50,50,201.4,0.0,0.0,80.49418604651159,34.4,0.0,0,419.99999999999903
548,1.0,5,50,50,193.2,0.0,0.0,16.749999999999943,31.2,0.0,0,95.10416666666664
549,1.0,5,50,50,198.2,0.0,0.0,62.8448275862069,34.0,0.0,0,285.0000000000001
550,1.0,1,50,100,189.0,0.4,0.0,57.156862745097946,32.0,2.8000000000000003,0,229.04411764705884
551,1.0,1,50,100,190.8,2.4000000000000004,0.0,60.40816326530592,31.8,0.0,0,128.49999999999991
552,1.0,1,50,100,202.4,0.0,0.0,41.65178571428556,32.2,1.2,0,243.99999999999991
