i,traffic,retry_attempt,retry_interval,cb,pc_succ_req,pc_fail_req,pc_cb_req,pc_c_rt,f_succ_req,f_fail_req,f_cb_req,f_c_rt
1685,1.4,1,25,50,199.0,12.8,0.0,70.9782608695652,35.2,9.2,0,198.1818181818182
1686,1.4,1,25,50,231.2,11.600000000000001,0.0,71.45238095238093,29.2,17.4,0,97.21590909090908
1687,1.4,1,25,50,213.2,9.0,0.0,61.689189189189136,34.2,9.4,0,99.50980392156862
1688,1.4,1,25,50,222.0,19.8,0.0,76.97999999999999,30.6,11.8,0,99.05737704918033
1689,1.4,1,25,50,196.2,25.799999999999997,0.0,84.4505494505494,28.2,22.2,0,208.74999999999994
1690,1.4,1,25,50,196.0,5.6,0.0,76.46929824561394,21.6,25.4,0,182.00000000000003
1691,1.4,1,25,50,213.2,14.4,0.0,62.91095890410954,35.8,6.199999999999999,0,93.75
1692,1.4,1,25,50,224.2,10.4,0.0,66.86111111111109,31.8,14.6,0,196.84782608695645
1693,1.4,1,25,50,201.6,14.6,0.0,73.57843137254906,33.8,10.0,0,99.14634146341463
1694,1.4,1,25,50,236.8,14.4,0.0,76.9083969465648,28.2,16.4,0,176.99999999999994
1695,1.4,1,25,50,196.2,17.8,0.0,78.54961832061066,31.6,18.6,0,172.6562499999999
1696,1.4,1,25,50,231.8,15.6,0.0,76.50390625,25.2,22.799999999999997,0,186.71874999999991
1697,1.4,1,25,50,198.4,15.600000000000001,0.0,70.02747252747253,35.6,3.6,0,98.63095238095238
1698,1.4,1,25,50,219.8,13.2,0.0,72.4047619047619,27.4,20.8,0,181.0937499999999
1699,1.4,1,25,50,184.0,15.0,0.0,77.69736842105257,29.4,13.0,0,98.23529411764706
1700,1.4,10,25,50,38.0,26.6,0.0,2307.4803149606296,1.4,26.6,0,4750.0
1701,1.4,10,25,50,53.2,18.0,0.0,2285.1190476190477,2.6,17.599999999999998,0,2425.0
1702,1.4,10,25,50,31.6,26.8,0.0,2322.4609375,0.4,27.4,0,4750.0
1703,1.4,10,25,50,25.6,12.8,0.0,2228.8461538461534,0.2,12.600000000000001,0,
1704,1.4,10,25,50,44.6,23.2,0.0,2331.801470588235,2.4,22.8,0,4875.0
1705,1.4,10,25,50,67.2,15.2,0.0,2148.1958762886597,3.4,15.399999999999999,0,4437.5
1706,1.4,10,25,50,43.2,19.0,0.0,2299.358974358974,2.2,19.0,0,4784.090909090909
1707,1.4,10,25,50,40.2,24.2,0.0,2314.634146341463,0.0,24.200000000000003,0,4625.0
1708,1.4,10,25,50,28.0,27.200000000000003,0.0,2323.046875,0.0,27.0,0,
1709,1.4,10,25,50,37.0,14.200000000000001,0.0,2169.7115384615386,2.2,14.600000000000001,0,
1710,1.4,10,25,50,27.6,27.400000000000002,0.0,2340.4850746268658,0.0,27.200000000000003,0,4875.0
1711,1.4,10,25,50,41.4,23.200000000000003,0.0,2305.3571428571427,0.4,23.2,0,
1712,1.4,10,25,50,32.6,24.8,0.0,2298.076923076923,0.2,25.0,0,4750.0
1713,1.4,10,25,50,37.4,24.8,0.0,2331.954887218045,0.2,24.6,0,2425.0
1714,1.4,10,25,50,34.0,25.200000000000003,0.0,2279.0540540540537,0.4,25.0,0,4875.0
1715,1.4,10,25,50,0.0,12.6,0.0,2319.642857142857,0.0,12.6,0,2425.0
1716,1.4,10,25,50,0.0,11.0,0.0,2301.2499999999995,0.0,11.4,0,
1717,1.4,10,25,50,0.0,10.6,0.0,2266.1764705882347,0.0,10.200000000000001,0,
1718,1.4,10,25,50,0.0,10.6,0.0,2261.7647058823527,0.0,10.8,0,
1719,1.4,10,25,50,0.0,10.0,0.0,2295.833333333333,0.0,10.0,0,
1720,1.4,10,25,50,0.0,10.8,0.0,2347.1153846153843,0.0,10.6,0,
1721,1.4,10,25,50,0.0,9.8,0.0,2301.2499999999995,0.0,10.4,0,
1722,1.4,10,25,50,0.0,10.8,0.0,2317.857142857143,0.0,10.2,0,
1723,1.4,10,25,50,0.0,10.0,0.0,2355.555555555555,0.0,10.600000000000001,0,
1724,1.4,10,25,50,0.0,11.8,0.0,2333.695652173913,0.0,11.2,0,
1725,1.4,5,25,50,0.0,30.4,0.0,486.2603305785124,1.4,30.0,0,1824.999999999999
1726,1.4,5,25,50,0.0,31.0,0.0,496.0648148148148,1.8,31.400000000000002,0,2300.0
1727,1.4,5,25,50,0.0,31.8,0.0,491.25,2.2,31.599999999999998,0,2293.749999999999
1728,1.4,5,25,50,0.0,30.8,0.0,506.2499999999999,0.4,31.4,0,2124.9999999999995
1729,1.4,5,25,50,0.0,27.0,0.0,498.8738738738739,0.0,29.599999999999998,0,
1730,1.4,5,25,50,0.0,0.0,0.0,564.9999999999995,0.0,198.0,0,
1731,1.4,5,25,50,0.0,0.0,0.0,,0.0,184.8,0,
1732,1.4,5,25,50,0.0,0.0,0.0,,0.0,44.199999999999996,0,
1733,1.4,5,25,50,0.0,0.0,0.0,,0.0,50.400000000000006,0,
1734,1.4,5,25,50,0.0,0.0,0.0,,0.0,41.8,0,
1735,1.4,5,25,50,0.0,0.0,0.0,,0.0,49.0,0,
1736,1.4,5,25,50,27.4,8.399999999999999,0.0,861.1111111111111,0.0,39.6,0,
1737,1.4,5,25,50,67.2,39.0,0.0,889.0624999999999,0.0,37.400000000000006,0,
1738,1.4,5,25,50,63.2,35.6,0.0,857.5268817204297,0.0,40.8,0,0.0
1739,1.4,5,25,50,58.6,43.6,0.0,893.487394957983,0.0,38.0,0,0.0
1740,1.4,5,25,50,43.0,42.8,0.0,891.4285714285713,0.0,43.4,0,0.0
1741,1.4,5,25,50,0.0,31.2,0.0,755.5555555555552,0.0,32.6,0,0.0
1742,1.4,5,25,50,0.0,31.4,0.0,495.2830188679245,0.0,32.4,0,0.0
1743,1.4,5,25,50,0.0,31.8,0.0,493.5840707964602,0.0,31.599999999999998,0,0.0
1744,1.4,5,25,50,0.0,30.6,0.0,496.47727272727275,0.0,30.2,0,0.0
1745,1.4,5,25,50,0.0,30.4,0.0,499.8873873873873,0.0,31.0,0,0.0
1746,1.4,5,25,50,0.0,31.2,0.0,531.2500000000005,0.0,30.6,0,0.0
1747,1.4,5,25,50,0.0,29.8,0.0,627.4999999999995,0.0,30.599999999999998,0,0.0
1748,1.4,5,25,50,0.0,30.6,0.0,491.66666666666663,0.0,30.4,0,0.0
1749,1.4,5,25,50,0.0,31.8,0.0,491.63043478260863,0.0,31.4,0,0.0
1750,1.4,1,25,100,0.0,44.6,0.0,41.874999999999986,27.8,45.599999999999994,0,112.49999999999987
1751,1.4,1,25,100,0.0,42.2,0.0,40.3125,28.0,44.0,0,189.4230769230769
1752,1.4,1,25,100,0.0,44.2,0.0,41.03448275862067,24.6,43.2,0,199.6428571428571
1753,1.4,1,25,100,0.0,49.8,0.0,41.64285714285713,29.6,49.6,0,187.9166666666666
1754,1.4,1,25,100,0.0,47.4,0.0,42.73255813953489,23.2,48.400000000000006,0,130.9374999999999
1755,1.4,1,25,100,0.0,43.4,0.0,40.95833333333333,31.6,42.6,0,106.42857142857166
1756,1.4,1,25,100,0.0,49.2,0.0,40.9765625,26.2,48.6,0,192.76315789473676
1757,1.4,1,25,100,0.0,45.6,0.0,42.164634146341456,32.6,47.2,0,162.30769230769226
1758,1.4,1,25,100,0.0,44.6,0.0,41.45161290322578,0.0,45.2,0,0.0
1759,1.4,1,25,100,0.0,41.2,0.0,41.37096774193547,0.0,40.0,0,0.0
1760,1.4,1,25,100,0.0,47.6,0.0,38.24999999999999,0.0,48.8,0,0.0
1761,1.4,1,25,100,0.0,48.2,0.0,40.625,0.0,47.6,0,0.0
1762,1.4,1,25,100,0.0,46.6,0.0,41.66666666666665,0.0,46.4,0,0.0
1763,1.4,1,25,100,0.0,44.2,0.0,39.42307692307692,0.0,44.400000000000006,0,0.0
1764,1.4,1,25,100,0.0,43.8,0.0,43.244047619047606,0.0,44.400000000000006,0,0.0
1765,1.4,1,25,100,0.0,48.2,0.0,39.866071428571416,0.0,48.2,0,0.0
1766,1.4,1,25,100,85.0,32.0,0.0,43.187499999999936,0.0,34.2,0,0.0
1767,1.4,1,25,100,198.4,18.0,0.0,74.18269230769226,0.0,17.2,0,0.0
1768,1.4,1,25,100,212.6,17.6,0.0,80.62500000000001,0.0,17.4,0,0.0
1769,1.4,1,25,100,193.6,18.200000000000003,0.0,81.54513888888893,0.0,21.0,0,0.0
1770,1.4,1,25,100,219.4,20.0,0.0,79.60069444444446,0.0,20.2,0,0.0
1771,1.4,1,25,100,176.4,24.8,0.0,83.18333333333332,0.0,24.6,0,0.0
1772,1.4,1,25,100,216.0,16.6,0.0,80.09933774834433,0.0,14.0,0,0.0
1773,1.4,1,25,100,193.2,14.6,0.0,78.34745762711862,0.0,16.4,0,0.0
1774,1.4,1,25,100,223.2,16.200000000000003,0.0,76.02822580645159,0.0,15.6,0,0.0
1775,1.4,10,25,100,42.6,24.6,0.0,2281.0483870967737,1.8,21.4,0,4750.0
1776,1.4,10,25,100,0.0,11.2,0.0,2279.999999999999,0.0,16.0,0,2425.0
1777,1.4,10,25,100,0.0,10.2,0.0,2336.95652173913,0.0,10.0,0,
1778,1.4,10,25,100,0.0,10.8,0.0,2312.5,0.0,10.6,0,
1779,1.4,10,25,100,0.0,10.2,0.0,2330.434782608695,0.0,10.200000000000001,0,
1780,1.4,10,25,100,0.0,10.6,0.0,2322.727272727272,0.0,10.6,0,
1781,1.4,10,25,100,0.0,10.4,0.0,2279.166666666666,0.0,10.8,0,
1782,1.4,10,25,100,0.0,10.2,0.0,2294.7368421052624,0.0,10.2,0,
1783,1.4,10,25,100,0.0,11.0,0.0,2310.7142857142853,0.0,10.799999999999999,0,
1784,1.4,10,25,100,0.0,11.6,0.0,2308.75,0.0,10.799999999999999,0,
1785,1.4,10,25,100,0.0,0.0,0.0,2315.3846153846152,0.0,241.0,0,
1786,1.4,10,25,100,0.0,0.0,0.0,,0.0,281.8,0,
1787,1.4,10,25,100,0.0,0.0,0.0,,0.0,276.79999999999995,0,
1788,1.4,10,25,100,0.0,0.0,0.0,,0.0,55.4,0,
1789,1.4,10,25,100,0.0,0.0,0.0,,0.0,44.0,0,
1790,1.4,10,25,100,0.0,0.0,0.0,,0.0,46.599999999999994,0,
1791,1.4,10,25,100,0.0,2.0,0.0,,0.0,35.0,0,
1792,1.4,10,25,100,0.0,10.4,0.0,2344.642857142857,0.0,11.200000000000001,0,
1793,1.4,10,25,100,0.0,10.8,0.0,2270.588235294117,0.0,10.4,0,
1794,1.4,10,25,100,0.0,10.0,0.0,2346.875,0.0,9.799999999999999,0,
1795,1.4,10,25,100,0.0,10.4,0.0,2331.25,0.0,10.6,0,
1796,1.4,10,25,100,0.0,11.0,0.0,2322.727272727272,0.0,10.4,0,
1797,1.4,10,25,100,0.0,10.4,0.0,2279.166666666666,0.0,10.6,0,
1798,1.4,10,25,100,0.0,10.6,0.0,2319.3181818181815,0.0,11.0,0,
1799,1.4,10,25,100,0.0,10.8,0.0,2270.588235294117,0.0,10.4,0,
1800,1.4,5,25,100,0.0,30.4,0.0,521.8750000000001,1.4,30.799999999999997,0,2375.0
1801,1.4,5,25,100,9.2,30.0,0.0,577.4999999999995,0.0,30.599999999999998,0,2387.5
1802,1.4,5,25,100,56.0,41.2,0.0,886.2244897959182,0.0,30.4,0,
1803,1.4,5,25,100,10.0,13.8,0.0,892.96875,0.0,118.19999999999999,0,
1804,1.4,5,25,100,0.0,0.0,0.0,,0.0,236.8,0,
1805,1.4,5,25,100,0.0,0.0,0.0,,0.0,43.0,0,
1806,1.4,5,25,100,0.0,0.0,0.0,,0.0,45.6,0,
1807,1.4,5,25,100,0.0,0.0,0.0,,8.2,43.2,0,
1808,1.4,5,25,100,0.0,0.0,0.0,,8.2,40.4,0,951.3157894736843
1809,1.4,5,25,100,24.8,0.0,0.0,4.954054054054053,2.6,41.199999999999996,0,2092.857142857143
1810,1.4,5,25,100,112.2,22.2,0.0,665.555555555555,1.6,33.8,0,2375.0
1811,1.4,5,25,100,67.2,29.400000000000002,0.0,835.2112676056332,0.6,24.799999999999997,0,2375.0
1812,1.4,5,25,100,57.0,44.6,0.0,875.5102040816324,0.0,38.6,0,2425.0
1813,1.4,5,25,100,52.4,38.2,0.0,885.7843137254899,0.4,41.0,0,2350.0
1814,1.4,5,25,100,54.4,48.400000000000006,0.0,901.6260162601625,4.0,41.0,0,2425.0
1815,1.4,5,25,100,39.8,40.0,0.0,891.6666666666667,1.8,46.8,0,2375.0
1816,1.4,5,25,100,26.8,29.200000000000003,0.0,848.4042553191489,0.8,35.8,0,2124.9999999999995
1817,1.4,5,25,100,66.2,38.0,0.0,866.208791208791,2.0,28.2,0,2425.0
1818,1.4,5,25,100,48.4,39.6,0.0,895.5188679245282,1.6,39.4,0,2387.5
1819,1.4,5,25,100,55.8,40.6,0.0,883.910891089109,0.0,41.2,0,962.5
1820,1.4,5,25,100,62.4,37.400000000000006,0.0,871.09375,0.0,41.4,0,
1821,1.4,5,25,100,48.0,48.2,0.0,897.314049586777,0.0,41.199999999999996,0,
1822,1.4,5,25,100,0.0,30.8,0.0,798.9583333333335,0.0,41.6,0,0.0
1823,1.4,5,25,100,0.0,31.0,0.0,515.6250000000002,0.0,30.799999999999997,0,0.0
1824,1.4,5,25,100,0.0,30.6,0.0,493.8636363636364,0.0,31.0,0,0.0
1825,1.4,none,25,1,0.0,25.6,16.2,90.49107142857142,23.4,46.599999999999994,0,82.18749999999989
1826,1.4,none,25,1,0.0,24.2,13.6,88.31521739130436,27.2,43.0,0,95.27777777777771
1827,1.4,none,25,1,0.0,24.2,16.2,91.1,23.8,44.0,0,84.21874999999997
1828,1.4,none,25,1,0.0,24.4,17.8,91.9140625,29.0,46.0,0,92.29166666666657
1829,1.4,none,25,1,0.0,25.2,16.6,91.31578947368419,24.4,45.6,0,76.78571428571428
1830,1.4,none,25,1,0.0,25.4,18.2,90.47413793103448,27.6,49.8,0,85.35714285714283
1831,1.4,none,25,1,0.0,27.2,16.6,90.74561403508773,0.0,46.400000000000006,0,0.0
1832,1.4,none,25,1,0.0,24.6,15.4,90.5508474576271,0.0,45.8,0,0.0
1833,1.4,none,25,1,0.0,25.4,19.6,87.61627906976743,0.0,45.800000000000004,0,0.0
1834,1.4,none,25,1,0.0,26.8,16.8,89.99999999999999,0.0,49.599999999999994,0,0.0
1835,1.4,none,25,1,0.0,27.2,17.0,89.01041666666667,0.0,47.8,0,0.0
1836,1.4,none,25,1,0.0,26.6,21.4,89.13461538461536,0.0,49.0,0,0.0
1837,1.4,none,25,1,0.0,28.0,16.4,87.60416666666666,0.0,49.6,0,0.0
1838,1.4,none,25,1,0.0,24.2,13.2,92.23484848484847,0.0,40.2,0,0.0
1839,1.4,none,25,1,0.0,23.8,16.6,91.83333333333334,0.0,42.8,0,0.0
1840,1.4,none,25,1,0.0,27.8,24.6,90.2314814814815,0.0,55.0,0,0.0
1841,1.4,none,25,1,0.0,25.2,16.0,89.34426229508196,0.0,48.4,0,0.0
1842,1.4,none,25,1,0.0,26.2,16.8,89.74999999999997,0.0,45.4,0,0.0
1843,1.4,none,25,1,96.2,11.4,12.8,73.68421052631581,0.0,30.8,0,0.0
1844,1.4,none,25,1,156.2,2.2,8.0,9.682692307692323,0.0,17.2,0,0.0
1845,1.4,none,25,1,192.4,1.0,12.2,10.43269230769224,0.0,20.4,0,0.0
1846,1.4,none,25,1,165.8,2.0,12.6,15.025000000000013,0.0,24.2,0,0.0
1847,1.4,none,25,1,197.6,0.0,12.6,11.58333333333343,0.0,19.0,0,0.0
1848,1.4,none,25,1,170.4,1.6,11.6,9.41666666666665,0.0,22.4,0,0.0
1849,1.4,none,25,1,196.2,0.8,13.2,9.641666666666662,0.0,19.2,0,0.0
1850,1.4,none,25,50,252.0,0.0,0.0,85.08838383838383,41.8,0.0,0,240.0543478260869
1851,1.4,none,25,50,289.4,0.0,0.0,83.15642458100551,51.8,0.0,0,430.71428571428555
1852,1.4,none,25,50,298.2,0.0,0.0,85.29166666666663,46.8,0.0,0,233.85869565217388
1853,1.4,none,25,50,298.6,0.0,0.0,80.88709677419351,49.0,0.0,0,375.0
1854,1.4,none,25,50,295.4,0.0,0.0,126.923076923077,46.2,0.0,0,239.26136363636365
1855,1.4,none,25,50,293.8,0.0,0.0,65.32499999999985,52.6,0.0,0,780.3571428571429
1856,1.4,none,25,50,234.8,0.0,0.0,91.39492753623185,41.8,0.0,0,221.0546875
1857,1.4,none,25,50,292.4,0.0,0.0,83.24390243902438,48.0,0.0,0,946.2121212121212
1858,1.4,none,25,50,295.4,0.0,0.0,91.21212121212115,45.2,0.0,0,245.96153846153845
1859,1.4,none,25,50,288.8,0.0,0.0,70.0,51.2,0.0,0,464.8809523809524
1860,1.4,none,25,50,287.2,0.0,0.0,92.04545454545456,44.4,0.0,0,217.93103448275858
1861,1.4,none,25,50,303.4,0.0,0.0,82.82552083333333,54.6,0.0,0,483.8815789473683
1862,1.4,none,25,50,293.0,0.0,0.0,98.99209486166004,48.4,0.0,0,229.67741935483866
1863,1.4,none,25,50,315.6,0.0,0.0,90.40102389078498,53.4,0.0,0,835.2564102564102
1864,1.4,none,25,50,267.8,0.0,0.0,83.03160919540227,42.2,0.0,0,249.70588235294113
1865,1.4,none,25,50,289.6,0.0,0.0,61.139240506329045,49.2,0.0,0,392.59259259259255
1866,1.4,none,25,50,231.8,0.0,0.0,66.45604395604391,42.6,0.0,0,209.43181818181816
1867,1.4,none,25,50,259.0,0.0,0.0,58.2291666666666,41.2,0.0,0,244.6153846153846
1868,1.4,none,25,50,284.0,0.0,0.0,94.70085470085466,42.4,0.0,0,216.24999999999994
1869,1.4,none,25,50,281.0,0.0,0.0,80.85365853658529,53.6,0.0,0,544.2307692307686
1870,1.4,none,25,50,270.8,0.0,0.0,78.71069182389935,40.0,0.0,0,234.69594594594597
1871,1.4,none,25,50,310.2,0.0,0.0,78.71212121212119,52.4,0.0,0,393.4782608695654
1872,1.4,none,25,50,296.4,0.0,0.0,90.11312217194575,47.2,0.0,0,232.49999999999997
1873,1.4,none,25,50,268.6,0.0,0.0,67.57281553398055,49.8,0.0,0,502.08333333333286
1874,1.4,none,25,50,290.6,0.0,0.0,91.84313725490196,41.4,0.0,0,224.6323529411764
1875,1.4,none,25,100,255.0,0.0,0.0,89.90963855421683,36.0,0.0,0,225.51020408163262
1876,1.4,none,25,100,265.8,0.0,0.0,59.41406249999998,49.8,0.0,0,753.4090909090907
1877,1.4,none,25,100,301.2,0.0,0.0,88.6254980079681,42.2,0.0,0,96.73076923076921
1878,1.4,none,25,100,293.4,0.0,0.0,74.67307692307689,55.4,0.0,0,696.4285714285711
1879,1.4,none,25,100,273.0,0.0,0.0,86.90594059405936,41.8,0.0,0,221.0546875
1880,1.4,none,25,100,250.8,0.0,0.0,63.82716049382706,47.6,0.0,0,541.6666666666658
1881,1.4,none,25,100,272.0,0.0,0.0,72.87878787878795,41.6,0.0,0,189.4230769230769
1882,1.4,none,25,100,302.8,0.0,0.0,76.09872611464964,52.8,0.0,0,389.2857142857141
1883,1.4,none,25,100,268.6,0.0,0.0,78.57142857142853,40.8,0.0,0,232.04225352112672
1884,1.4,none,25,100,260.2,0.0,0.0,72.28991596638652,47.4,0.0,0,320.31249999999983
1885,1.4,none,25,100,280.0,0.0,0.0,76.55511811023615,44.6,0.0,0,221.3392857142857
1886,1.4,none,25,100,278.8,0.0,0.0,71.63306451612905,46.953,0.0,0,327.94117647058823
1887,1.4,none,25,100,258.6,0.0,0.0,85.06578947368419,40.24,0.0,0,229.51923076923077
1888,1.4,none,25,100,284.8,0.0,0.0,73.08189655172423,48.4,0.0,0,575.0000000000001
1889,1.4,none,25,100,285.2,0.0,0.0,76.39802631578947,45.0,0.0,0,227.41071428571428
1890,1.4,none,25,100,232.0,0.0,0.0,53.75,46.6,0.0,0,396.6666666666665
1891,1.4,none,25,100,296.0,0.0,0.0,80.20569620253166,43.4,0.0,0,214.37499999999994
1892,1.4,none,25,100,268.2,0.0,0.0,56.72297297297283,49.4,0.0,0,404.37499999999994
1893,1.4,none,25,100,266.6,0.0,0.0,75.6611570247934,40.4,0.0,0,226.42857142857142
1894,1.4,none,25,100,295.2,0.0,0.0,66.38888888888874,50.2,0.0,0,290.38461538461553
1895,1.4,none,25,100,258.6,0.0,0.0,63.88235294117653,45.4,0.0,0,228.38235294117644
1896,1.4,none,25,100,276.4,0.0,0.0,41.37096774193552,46.8,0.0,0,231.69117647058815
1897,1.4,none,25,100,263.0,0.0,0.0,87.8875968992248,40.6,0.0,0,199.5454545454546
1898,1.4,none,25,100,240.6,0.0,0.0,60.49107142857139,44.6,0.0,0,616.0714285714284
1899,1.4,none,25,100,284.4,0.0,0.0,91.42857142857144,38.6,0.0,0,215.71428571428567
1900,1.4,1,25,1024,195.0,27.8,0.0,83.55029585798815,26.6,20.799999999999997,0,192.49999999999991
1901,1.4,1,25,1024,210.4,9.0,0.0,76.04700854700855,31.8,8.6,0,193.74999999999997
1902,1.4,1,25,1024,186.2,18.8,0.0,77.56637168141589,22.4,21.2,0,97.99999999999997
1903,1.4,1,25,1024,209.8,17.4,0.0,81.34228187919463,31.6,15.4,0,99.41176470588235
1904,1.4,1,25,1024,192.8,18.0,0.0,77.33193277310922,25.4,19.2,0,155.38461538461527
1905,1.4,1,25,1024,210.0,10.2,0.0,76.65289256198344,30.6,13.4,0,165.4545454545453
1906,1.4,1,25,1024,194.4,20.799999999999997,0.0,79.15354330708661,25.4,18.4,0,156.87499999999994
1907,1.4,1,25,1024,222.6,17.6,0.0,76.62698412698411,32.8,13.8,0,108.5714285714284
1908,1.4,1,25,1024,207.4,18.200000000000003,0.0,77.89062499999996,26.8,19.799999999999997,0,98.47402597402595
1909,1.4,1,25,1024,203.4,15.4,0.0,78.7115384615384,28.0,18.8,0,205.35714285714283
1910,1.4,1,25,1024,195.2,21.8,0.0,81.13475177304959,25.8,23.2,0,157.50000000000006
1911,1.4,1,25,1024,189.2,19.8,0.0,84.0735294117647,23.6,27.0,0,183.57142857142847
1912,1.4,1,25,1024,202.0,21.200000000000003,0.0,79.42164179104476,26.4,19.6,0,104.9999999999999
1913,1.4,1,25,1024,230.6,11.8,0.0,70.53921568627449,31.6,12.4,0,136.66666666666674
1914,1.4,1,25,1024,190.4,20.0,0.0,78.62903225806454,23.2,26.0,0,99.20634920634919
1915,1.4,1,25,1024,224.2,16.0,0.0,80.21241830065357,32.2,12.200000000000001,0,210.79545454545445
1916,1.4,1,25,1024,184.2,21.2,0.0,77.56637168141589,26.4,19.2,0,100.0
1917,1.4,1,25,1024,223.0,15.2,0.0,78.99647887323943,31.6,13.4,0,199.86842105263156
1918,1.4,1,25,1024,200.8,16.4,0.0,74.1105769230769,27.4,17.2,0,157.1153846153845
1919,1.4,1,25,1024,209.0,9.200000000000001,0.0,68.13218390804603,32.2,11.6,0,153.18181818181802
1920,1.4,1,25,1024,199.6,20.4,0.0,78.74999999999999,25.6,24.6,0,98.5
1921,1.4,1,25,1024,234.2,20.2,0.0,81.893063583815,31.6,19.2,0,201.99999999999994
1922,1.4,1,25,1024,205.8,25.6,0.0,82.93859649122804,28.8,21.0,0,188.8157894736842
1923,1.4,1,25,1024,230.8,12.2,0.0,76.11328124999996,31.4,12.8,0,151.1363636363634
1924,1.4,1,25,1024,175.0,15.8,0.0,74.63917525773195,24.8,19.4,0,147.0454545454544
1925,1.4,10,25,1024,22.6,17.2,0.0,2305.8823529411766,0.2,21.4,0,4687.5
1926,1.4,10,25,1024,39.2,24.0,0.0,2311.2288135593217,0.0,19.6,0,
1927,1.4,10,25,1024,40.8,24.4,0.0,2315.2173913043475,0.2,25.0,0,2425.0
1928,1.4,10,25,1024,32.2,29.8,0.0,2332.6086956521735,0.2,27.599999999999998,0,2425.0
1929,1.4,10,25,1024,39.082,20.125,0.0,2262.0003144292805,0.6,24.2,0,
1930,1.4,10,25,1024,36.106,26.698999999999998,0.0,2317.1276159523736,0.8,22.4,0,2425.0
1931,1.4,10,25,1024,26.0,15.8,0.0,2253.01724137931,0.0,21.2,0,4875.0
1932,1.4,10,25,1024,33.0,25.400000000000002,0.0,2331.854838709677,0.4,20.8,0,4875.0
1933,1.4,10,25,1024,43.2,23.4,0.0,2279.375,1.0,23.0,0,2350.0
1934,1.4,10,25,1024,35.0,27.0,0.0,2325.7692307692305,0.6,25.400000000000002,0,4374.999999999999
1935,1.4,10,25,1024,49.0,19.6,0.0,2254.2857142857147,0.0,23.200000000000003,0,2425.0
1936,1.4,10,25,1024,23.8,27.6,0.0,2342.8832116788317,1.4,25.2,0,4124.999999999999
1937,1.4,10,25,1024,0.0,10.8,0.0,2237.4999999999995,0.0,20.200000000000003,0,
1938,1.4,10,25,1024,0.0,10.0,0.0,2314.2857142857138,0.0,10.399999999999999,0,
1939,1.4,10,25,1024,0.0,10.8,0.0,2314.2857142857138,0.0,10.399999999999999,0,
1940,1.4,10,25,1024,0.0,10.8,0.0,2257.3529411764703,0.0,10.6,0,
1941,1.4,10,25,1024,0.0,10.8,0.0,2332.954545454545,0.0,10.2,0,
1942,1.4,10,25,1024,0.0,10.2,0.0,2270.833333333333,0.0,10.8,0,
1943,1.4,10,25,1024,0.0,10.6,0.0,2283.333333333333,0.0,10.200000000000001,0,
1944,1.4,10,25,1024,0.0,10.4,0.0,2319.3181818181815,0.0,10.4,0,
1945,1.4,10,25,1024,0.0,10.6,0.0,2301.2499999999995,0.0,10.6,0,
1946,1.4,10,25,1024,48.6,16.8,0.0,2265.4255319148933,3.2,7.6000000000000005,0,4875.0
1947,1.4,10,25,1024,46.8,17.0,0.0,2234.4827586206893,0.6,23.0,0,4850.0
1948,1.4,10,25,1024,35.8,26.2,0.0,2318.0232558139533,0.0,21.400000000000002,0,4875.0
1949,1.4,10,25,1024,39.8,22.8,0.0,2285.6132075471696,0.0,24.2,0,
1950,1.4,5,25,1024,0.0,30.6,0.0,498.6363636363636,0.0,31.0,0,
1951,1.4,5,25,1024,0.0,31.4,0.0,498.64864864864865,0.0,30.8,0,
1952,1.4,5,25,1024,0.0,30.6,0.0,498.0140186915888,0.0,31.4,0,
1953,1.4,5,25,1024,0.0,31.4,0.0,649.9999999999993,0.0,30.2,0,
1954,1.4,5,25,1024,0.0,30.4,0.0,515.6250000000002,0.0,31.200000000000003,0,
1955,1.4,5,25,1024,0.0,32.0,0.0,495.5607476635514,0.0,31.8,0,
1956,1.4,5,25,1024,0.0,30.2,0.0,569.4444444444445,0.0,30.599999999999998,0,
1957,1.4,5,25,1024,0.0,31.0,0.0,521.8750000000001,0.0,30.6,0,
1958,1.4,5,25,1024,0.0,31.8,0.0,498.0140186915888,0.0,31.799999999999997,0,
1959,1.4,5,25,1024,0.0,30.6,0.0,496.1206896551724,0.0,30.6,0,
1960,1.4,5,25,1024,0.0,31.6,0.0,494.08482142857144,0.0,31.400000000000002,0,
1961,1.4,5,25,1024,0.0,30.8,0.0,506.2499999999999,0.0,30.8,0,
1962,1.4,5,25,1024,0.0,30.0,0.0,498.26732673267327,0.0,31.0,0,
1963,1.4,5,25,1024,0.0,0.0,0.0,499.79166666666663,0.0,221.39999999999998,0,
1964,1.4,5,25,1024,0.0,0.0,0.0,,0.0,159.2,0,
1965,1.4,5,25,1024,0.0,0.0,0.0,,0.0,49.400000000000006,0,
1966,1.4,5,25,1024,0.0,0.0,0.0,,0.0,46.6,0,
1967,1.4,5,25,1024,0.0,0.0,0.0,,0.0,44.2,0,
1968,1.4,5,25,1024,0.0,0.0,0.0,,0.0,48.2,0,
1969,1.4,5,25,1024,0.0,9.0,0.0,,0.0,45.4,0,
1970,1.4,5,25,1024,0.0,30.8,0.0,489.6103896103896,0.0,31.0,0,
1971,1.4,5,25,1024,0.0,31.8,0.0,495.72368421052636,0.0,31.599999999999998,0,
