traffic,retry_attempt,retry_interval,cb,pc_succ_req,pc_fail_req,pc_cb_req,pc_c_rt,f_succ_req,f_fail_req,f_cb_req,f_c_rt
33,20,0.1,5,158.4,0.0,2.8,0.009745967741935486,25.8,0.6000000000000001,0,0.1610714285714287
33,20,0.1,5,144.2,0.0,14.8,0.09900641025641024,21.0,16.2,0,0.41354166666666675
33,20,0.1,5,194.6,0.0,4.6,0.09212890624999999,29.6,5.4,0,0.9134615384615385
33,20,0.1,5,212.8,0.0,0.8,0.06897058823529412,36.6,0.8,0,0.48088235294117665
33,20,0.1,5,150.4,0.0,2.8,0.00949180327868852,25.4,1.8,0,0.20625
33,20,0.1,5,162.6,0.0,7.4,0.07902542372881334,24.6,8.4,0,0.5749999999999984
33,20,0.1,5,196.2,0.0,2.4,0.050945945945945856,31.6,2.0,0,0.606249999999999
33,20,0.1,5,194.2,0.0,3.2,0.08299382716049376,32.2,3.6,0,0.39124999999999943
33,20,0.1,5,198.6,0.0,3.8,0.06535714285714285,31.4,3.8,0,0.27187500000000003
33,20,0.1,5,171.8,0.0,3.8,0.08397849462365604,28.4,2.8,0,0.40972222222222193
33,20,0.1,5,188.0,0.0,1.6,0.05802631578947368,30.4,2.4000000000000004,0,0.4249999999999998
33,20,0.1,5,198.2,0.0,6.2,0.08832417582417576,32.2,6.3999999999999995,0,0.48303571428571446
33,20,0.1,5,169.8,0.0,2.2,0.05990566037735833,27.8,2.2,0,0.4343749999999998
33,20,0.1,5,198.2,0.0,0.2,0.052790697674418546,33.0,0.2,0,0.3074999999999992
33,20,0.1,5,176.2,0.0,2.8,0.02205769230769232,29.2,2.8000000000000003,0,0.17720588235294105
33,20,0.1,5,206.0,0.0,0.0,0.06729591836734684,33.8,0.0,0,0.2488888888888889
33,20,0.1,5,165.2,0.0,8.0,0.04083333333333316,24.2,8.0,0,0.10666666666666653
33,20,0.1,5,217.0,0.0,1.0,0.08084374999999988,37.4,0.6,0,0.8109374999999998
33,20,0.1,5,180.6,0.0,6.4,0.04437500000000004,28.4,6.8,0,0.1842857142857141
33,20,0.1,10,199.0,0.0,0.0,0.07502777777777776,34.4,0.0,0,0.42565789473684196
33,20,0.1,10,164.6,0.0,2.4,0.009208333333333329,25.8,2.4,0,0.09888461538461536
33,20,0.1,10,189.6,0.0,1.6,0.08288288288288288,31.2,1.6,0,0.8109374999999998
33,20,0.1,10,189.2,0.0,0.0,0.009794520547945208,31.8,0.0,0,0.3916666666666678
33,20,0.1,10,204.6,0.0,2.8,0.0639754098360656,33.6,2.8,0,0.35446428571428557
33,20,0.1,10,185.6,0.0,1.4,0.09417293233082707,30.6,1.4,0,0.7454545454545451
33,20,0.1,10,184.8,0.0,0.0,0.0377631578947366,29.6,0.0,0,0.7499999999999993
33,20,0.1,10,200.2,0.0,2.0,0.03624999999999998,33.6,2.0,0,0.19357142857142856
33,20,0.1,10,201.6,0.0,0.0,0.07149999999999994,33.4,0.0,0,0.6666666666666662
33,20,0.1,10,207.2,0.0,0.0,0.02499999999999986,34.2,0.0,0,0.1795833333333331
33,20,0.1,10,211.2,0.0,0.0,0.06914179104477594,35.6,0.0,0,0.36125000000000007
33,20,0.1,10,165.2,0.0,2.2,0.03782894736842094,25.6,2.2,0,0.1940625
33,20,0.1,10,201.233,0.0,0.0,0.08615880797265042,34.0,0.0,0,0.8499999999999999
33,20,0.1,10,197.762,0.0,1.201,0.03574647642248133,33.4,1.2,0,0.176764705882353
33,20,0.1,10,210.2,0.0,0.0,0.06884057971014491,35.6,0.0,0,0.5555555555555554
33,20,0.1,10,185.0,0.0,0.0,0.045333333333333316,30.4,0.0,0,0.21412162162162154
33,20,0.1,10,218.4,0.0,0.0,0.06105769230769225,36.0,0.0,0,0.2833333333333331
33,20,0.1,10,214.4,0.0,1.0,0.0333124999999999,35.8,1.0,0,0.20863636363636362
33,20,0.1,10,199.2,0.0,2.2,0.08768595041322311,32.8,2.2,0,0.7296874999999997
33,20,0.1,10,196.4,0.0,1.6,0.043804347826086866,32.0,1.5999999999999999,0,0.21625000000000014
33,20,0.1,10,227.2,0.0,0.0,0.08536821705426353,37.8,0.0,0,0.807142857142857
33,20,0.1,10,202.2,0.0,1.6,0.009854729729729719,32.8,1.6,0,0.1604687499999999
33,20,0.1,10,213.6,0.0,0.0,0.08191588785046724,36.6,0.0,0,0.8365384615384608
33,20,0.1,10,182.8,0.0,0.2,0.02455882352941179,29.8,0.2,0,0.13874999999999985
33,20,0.1,10,203.2,0.0,2.2,0.07790000000000007,32.0,2.2,0,0.44583333333333314
33,20,0.1,20,229.6,0.0,0.0,0.08895652173913046,38.4,0.0,0,0.9975806451612903
33,20,0.1,20,202.2,0.0,0.0,0.06520000000000001,33.6,0.0,0,0.6781249999999999
33,20,0.1,20,228.0,0.0,0.0,0.07340909090909088,38.0,0.0,0,0.7053571428571426
33,20,0.1,20,168.2,0.0,0.0,0.0769144144144144,24.0,0.0,0,0.3697368421052631
33,20,0.1,20,202.0,0.0,0.0,0.07448795180722886,37.8,0.0,0,0.8999999999999998
33,20,0.1,20,213.4,0.0,0.0,0.07427631578947355,35.4,0.0,0,0.3899999999999988
33,20,0.1,20,201.8,0.0,0.0,0.046505681818181856,33.8,0.0,0,0.20874999999999988
33,20,0.1,20,213.8,0.0,0.6,0.07930894308943087,35.2,0.6,0,0.7638888888888886
33,20,0.1,20,193.8,0.0,0.0,0.062187499999999965,32.8,0.0,0,0.8696428571428564
33,20,0.1,20,181.0,0.0,0.0,0.0175,29.8,0.0,0,0.24759999999999993
33,20,0.1,20,176.4,0.0,0.0,0.031180555555555472,29.0,0.0,0,0.088125
33,20,0.1,20,184.2,0.0,0.0,0.06785087719298241,31.2,0.0,0,0.40535714285714264
33,20,0.1,20,199.0,0.0,0.0,0.012089285714285634,32.6,0.0,0,0.13299999999999984
33,20,0.1,20,219.8,0.2,0.0,0.06563380281690132,35.4,0.2,0,0.7911764705882347
33,20,0.1,20,200.2,0.0,0.2,0.06273333333333324,31.4,0.2,0,0.2088793103448275
33,20,0.1,20,213.8,0.0,0.0,0.08860189573459715,39.4,0.0,0,0.8416666666666665
33,20,0.1,20,201.0,0.0,0.0,0.021863636363636297,32.0,0.0,0,0.2837499999999995
33,20,0.1,20,210.2,0.0,0.0,0.07339673913043478,36.0,0.0,0,0.3820312500000001
33,20,0.1,20,198.0,0.0,0.0,0.03985,34.2,0.0,0,0.19238636363636347
33,20,0.1,20,190.4,0.0,0.0,0.03993421052631581,30.8,0.0,0,0.3045454545454543
33,20,0.1,20,214.4,0.0,0.0,0.0129999999999999,34.4,0.0,0,0.0873076923076923
33,20,0.1,20,209.8,0.0,0.0,0.06947674418604646,36.4,0.0,0,0.375892857142857
33,20,0.1,20,204.8,0.0,0.0,0.03949999999999996,34.8,0.0,0,0.1684374999999998
33,20,0.1,20,188.0,0.0,0.0,0.07540322580645159,30.4,0.0,0,0.47916666666666663
33,20,0.1,20,200.6,0.0,0.0,0.049318181818181796,33.8,0.0,0,0.0922560975609756
33,20,0.1,50,239.2,0.0,0.0,0.09187768240343346,39.8,0.0,0,1.021428571428571
33,20,0.1,50,203.8,0.0,0.0,0.022428571428571496,35.0,0.0,0,0.6576923076923076
33,20,0.1,50,191.6,0.0,0.0,0.06069148936170211,31.6,0.0,0,0.245909090909091
33,20,0.1,50,198.6,0.0,0.0,0.01683823529411756,32.4,0.0,0,0.16949999999999996
33,20,0.1,50,172.6,0.0,0.0,0.06173387096774192,29.6,0.0,0,0.31704545454545446
33,20,0.1,50,172.8,0.0,0.0,0.05249999999999997,28.4,0.0,0,0.20271739130434777
33,20,0.1,50,212.8,0.0,0.0,0.11541666666666645,34.8,0.0,0,0.8445652173913045
33,20,0.1,50,197.4,0.0,0.0,0.035429687499999946,34.2,0.0,0,0.20124999999999996
33,20,0.1,50,210.6,0.0,0.0,0.08786337209302322,33.8,0.0,0,0.8955882352941175
33,20,0.1,50,220.6,0.0,0.0,0.024777777777777822,37.2,0.0,0,0.4507352941176465
33,20,0.1,50,204.8,0.0,0.0,0.061739130434782526,34.6,0.0,0,0.24602941176470583
33,20,0.1,50,189.2,0.0,0.0,0.020749999999999914,31.0,0.0,0,0.09864285714285714
33,20,0.1,50,205.8,0.0,0.0,0.0848563218390805,33.4,0.0,0,0.7173076923076915
33,20,0.1,50,211.6,0.0,0.0,0.057149122807017505,36.4,0.0,0,0.223392857142857
33,20,0.1,50,192.4,0.0,0.0,0.06556034482758619,32.0,0.0,0,0.5055555555555564
33,20,0.1,50,198.6,0.0,0.0,0.020855263157894675,33.2,0.0,0,0.14999999999999986
33,20,0.1,50,200.6,0.0,0.0,0.0782971014492753,32.8,0.0,0,0.47211538461538394
33,20,0.1,50,212.2,0.0,0.0,0.04887499999999997,36.2,0.0,0,0.19272727272727264
33,20,0.1,50,192.0,0.0,0.0,0.07162499999999995,32.0,0.0,0,0.3815789473684207
33,20,0.1,50,201.8,0.0,0.0,0.03929687500000002,34.0,0.0,0,0.1785294117647058
33,20,0.1,50,182.2,0.0,0.0,0.12708955223880555,30.8,0.0,0,0.9437499999999998
33,20,0.1,50,169.8,0.0,0.0,0.009212264150943391,27.8,0.0,0,0.09431818181818181
33,20,0.1,50,188.4,0.0,0.0,0.021875000000000006,30.4,0.0,0,0.3287499999999999
33,20,0.1,50,226.0,0.0,0.0,0.03564102564102569,38.0,0.0,0,0.14159090909090907
33,20,0.1,50,191.0,0.0,0.0,0.07907407407407399,31.6,0.0,0,0.4026315789473683
33,20,0.1,500,205.0,0.0,0.0,0.0363306451612903,33.8,0.0,0,0.13999999999999993
33,20,0.1,500,200.4,0.0,0.0,0.08013888888888887,35.0,0.0,0,0.4428571428571428
33,20,0.1,500,181.6,0.0,0.0,0.03846590909090894,27.6,0.0,0,0.20577586206896553
33,20,0.1,500,216.4,0.0,0.0,0.08729999999999996,37.4,0.0,0,0.4988636363636361
33,20,0.1,500,233.0,0.0,0.0,0.03210227272727272,39.4,0.0,0,0.24566666666666673
33,20,0.1,500,214.8,0.0,0.0,0.06300000000000003,36.0,0.0,0,0.2774999999999999
33,20,0.1,500,171.6,0.0,0.0,0.03159482758620689,28.6,0.0,0,0.14788461538461525
33,20,0.1,500,191.8,0.0,0.0,0.07590425531914895,31.0,0.0,0,0.38333333333333314
33,20,0.1,500,216.0,0.0,0.0,0.02284782608695645,37.0,0.0,0,0.21541666666666667
33,20,0.1,500,173.8,0.0,0.0,0.07562499999999997,29.2,0.0,0,0.39453125
33,20,0.1,500,169.4,0.0,0.0,0.0203749999999999,27.4,0.0,0,0.11312499999999974
33,20,0.1,500,201.6,0.0,0.0,0.04706521739130425,33.0,0.0,0,0.32125
33,20,0.1,500,214.4,0.0,0.0,0.01112500000000004,36.4,0.0,0,0.19272727272727264
33,20,0.1,500,213.6,0.0,0.0,0.08327922077922076,36.0,0.0,0,0.7605263157894735
33,20,0.1,500,193.6,0.0,0.0,0.027968749999999952,30.6,0.0,0,0.19136363636363637
33,20,0.1,500,180.0,0.0,0.0,0.09181347150259064,32.0,0.0,0,1.6160714285714275
33,20,0.1,500,190.4,0.2,0.0,0.060523255813953514,31.4,0.2,0,0.18833333333333335
33,20,0.1,500,206.6,0.0,0.0,0.09208609271523184,33.4,0.0,0,0.8399999999999999
33,20,0.1,500,191.2,0.0,0.0,0.0865625,32.6,0.0,0,0.8419642857142853
33,20,0.1,500,194.6,0.0,0.0,0.047980769230769146,32.8,0.0,0,0.23700000000000002
33,20,0.1,500,189.4,0.2,0.0,0.024541666666666608,31.8,0.2,0,0.18964285714285692
33,20,0.1,500,182.8,0.0,0.0,0.06989726027397251,30.2,0.0,0,0.2687500000000001
33,20,0.1,500,206.8,0.0,0.0,0.04187500000000001,33.8,0.0,0,0.11750000000000006
33,20,0.1,500,209.0,0.0,0.0,0.07254385964912266,36.0,0.0,0,0.5749999999999993
33,20,0.1,500,171.4,0.0,0.0,0.03592741935483871,25.6,0.0,0,0.1805263157894736
33,20,0.1,1000,212.4,0.0,0.0,0.06664383561643822,36.0,0.0,0,0.2413157894736841
33,20,0.1,1000,201.4,0.0,0.0,0.025869565217391286,33.2,0.0,0,0.1758333333333333
33,20,0.1,1000,193.0,0.0,0.0,0.0783838383838383,32.4,0.0,0,0.4193749999999996
33,20,0.1,1000,189.0,0.0,0.0,0.02424999999999988,30.788,0.0,0,0.17897058823529405
33,20,0.1,1000,207.0,0.0,0.0,0.05866935483870969,34.414,0.0,0,0.23572580645161292
33,20,0.1,1000,192.4,0.0,0.0,0.03431818181818189,33.4,0.0,0,0.16599999999999984
33,20,0.1,1000,214.6,0.0,0.0,0.09306390977443604,34.2,0.0,0,0.41249999999999976
33,20,0.1,1000,203.0,0.0,0.0,0.05,34.8,0.0,0,0.7738095238095241
33,20,0.1,1000,188.6,0.0,0.0,0.07651098901098896,31.6,0.0,0,0.3446428571428568
33,20,0.1,1000,162.2,0.0,0.0,0.009700757575757567,26.6,0.0,0,0.1888157894736842
33,20,0.1,1000,201.8,0.0,0.0,0.08735483870967738,34.0,0.0,0,0.2937499999999997
33,20,0.1,1000,193.4,0.0,0.0,0.009557377049180322,31.6,0.0,0,1.6199999999999972
33,20,0.1,1000,190.8,0.0,0.0,0.07502873563218389,31.8,0.0,0,0.44999999999999957
33,20,0.1,1000,207.2,0.0,0.0,0.01584210526315788,34.4,0.0,0,0.175
33,20,0.1,1000,194.6,0.0,0.0,0.0656249999999999,32.6,0.0,0,0.41249999999999964
33,20,0.1,1000,193.6,0.0,0.0,0.034736842105263135,32.6,0.0,0,0.1971739130434782
33,20,0.1,1000,162.8,0.0,0.0,0.00994892473118279,27.0,0.0,0,0.21842105263157893
33,20,0.1,1000,236.8,0.0,0.0,0.083125,40.4,0.0,0,0.9416666666666663
33,20,0.1,1000,192.6,0.0,0.0,0.08946917808219174,30.8,0.0,0,0.7031249999999998
33,20,0.1,1000,195.4,0.0,0.0,0.06649999999999993,33.2,0.0,0,0.6865384615384612
33,20,0.1,1000,209.0,0.0,0.0,0.04613970588235291,34.0,0.0,0,0.24108108108108098
33,20,0.1,1000,231.4,0.0,0.0,0.03089285714285702,38.0,0.0,0,0.09749999999999998
33,20,0.1,1000,211.8,0.0,0.0,0.07949186991869922,36.6,0.0,0,0.6500000000000004
33,20,0.1,1000,172.2,0.0,0.0,0.01337500000000002,29.0,0.0,0,0.1805263157894736
33,20,0.1,1000,200.6,0.0,0.0,0.08469551282051278,31.2,0.0,0,0.42386363636363616
39,1,0.001,1,82.2,21.4,15.4,0.035570652173913045,7.0,31.4,0,0.15625000000000008
39,1,0.001,1,72.8,17.4,13.6,0.03262195121951225,6.2,32.4,0,0.12249999999999989
39,1,0.001,1,80.8,23.0,14.4,0.033312499999999926,4.0,35.800000000000004,0,0.18999999999999992
39,1,0.001,1,66.8,16.8,13.4,0.03747807017543859,5.8,35.0,0,0.09852941176470588
39,1,0.001,1,73.2,22.200000000000003,16.8,0.03413461538461543,4.8,35.2,0,0.18999999999999992
39,1,0.001,1,76.4,16.8,13.8,0.03754310344827587,4.8,37.199999999999996,0,0.16749999999999982
39,1,0.001,1,75.0,17.6,13.0,0.030351562499999967,6.2,24.2,0,0.0986764705882353
39,1,0.001,1,71.6,20.4,13.8,0.035969387755102035,5.4,36.0,0,0.09546875
39,1,0.001,1,68.2,19.799999999999997,15.0,0.03647222222222221,3.8,33.2,0,0.19999999999999996
39,1,0.001,1,64.2,18.0,11.2,0.035652173913043456,4.6,32.199999999999996,0,0.16374999999999973
39,1,0.001,1,72.6,25.6,14.4,0.037425,3.4,35.8,0,0.1
39,1,0.001,1,84.2,17.200000000000003,10.4,0.03312500000000001,5.8,31.799999999999997,0,0.09958333333333332
39,1,0.001,1,83.0,19.4,15.4,0.03502604166666668,8.6,34.800000000000004,0,0.09991071428571428
39,1,0.001,1,73.4,17.8,17.8,0.03234374999999992,5.4,33.8,0,0.18625
39,1,0.001,1,71.6,20.6,13.8,0.03574468085106382,4.6,33.800000000000004,0,0.1974999999999999
39,1,0.001,1,70.8,20.0,15.2,0.036525,4.8,35.0,0,0.18999999999999992
39,1,0.001,1,83.0,21.6,14.8,0.032203947368421006,5.4,36.8,0,0.15625000000000008
39,1,0.001,1,69.2,19.2,16.4,0.03402173913043476,5.6,36.8,0,0.09515625
39,1,0.001,1,85.2,18.799999999999997,14.4,0.034331395348837196,6.0,36.0,0,0.09666666666666665
39,1,0.001,1,72.8,17.8,14.2,0.02889285714285706,9.2,30.0,0,0.09923076923076922
39,1,0.001,1,66.4,20.4,13.0,0.03601190476190474,4.8,30.2,0,0.09588235294117646
39,1,0.001,1,66.8,18.4,12.0,0.03286184210526315,5.2,32.0,0,0.2125
39,1,0.001,1,67.8,21.799999999999997,12.0,0.03983050847457625,3.8,33.4,0,0.10749999999999986
39,1,0.001,1,74.8,19.8,15.6,0.03750000000000001,4.6,34.0,0,0.1849999999999999
39,1,0.001,1,84.6,19.4,14.8,0.03383333333333336,5.4,37.0,0,0.20124999999999985
39,1,0.001,5,89.6,27.4,0.0,0.036982758620689636,7.0,28.4,0,0.13374999999999992
39,1,0.001,5,76.8,31.599999999999998,0.0,0.03875000000000001,6.0,33.199999999999996,0,0.16749999999999995
39,1,0.001,5,79.0,33.599999999999994,0.0,0.03951086956521739,5.0,32.8,0,0.1487499999999999
39,1,0.001,5,86.0,40.0,0.0,0.03754464285714286,3.4,39.4,0,0.09472222222222224
39,1,0.001,5,82.6,32.6,0.0,0.03895833333333333,7.2,30.2,0,0.17749999999999994
39,1,0.001,5,95.2,32.2,0.0,0.038483606557377044,4.2,34.6,0,0.09934210526315788
39,1,0.001,5,75.8,34.0,0.0,0.036337719298245634,7.0,35.2,0,0.09791666666666665
39,1,0.001,5,84.0,39.0,0.0,0.03745535714285714,5.6,34.4,0,0.1712499999999999
39,1,0.001,5,83.0,32.6,0.0,0.04089705882352941,5.4,35.4,0,0.19937499999999994
39,1,0.001,5,71.8,36.2,0.0,0.03888888888888887,4.2,36.0,0,0.094
39,1,0.001,5,74.6,34.0,0.0,0.04049295774647887,4.6,32.800000000000004,0,0.20874999999999988
39,1,0.001,5,83.8,40.6,0.0,0.03823275862068962,4.6,38.0,0,0.2025
39,1,0.001,5,87.2,30.4,0.0,0.03674603174603174,6.4,36.0,0,0.13374999999999992
39,1,0.001,5,76.4,31.6,0.0,0.03887499999999999,4.6,32.4,0,0.09652173913043478
39,1,0.001,5,76.8,28.6,0.0,0.0378663793103448,6.4,29.400000000000002,0,0.09702380952380951
39,1,0.001,5,81.2,27.799999999999997,0.0,0.040195312499999976,6.0,29.2,0,0.13374999999999992
39,1,0.001,5,80.2,32.2,0.0,0.039,7.4,27.200000000000003,0,0.18062500000000006
39,1,0.001,5,77.6,37.400000000000006,0.0,0.037499999999999964,5.2,36.8,0,0.14124999999999982
39,1,0.001,5,78.4,36.4,0.0,0.0390625,4.8,38.6,0,0.1849999999999999
39,1,0.001,5,83.8,27.4,0.0,0.037966101694915225,6.0,28.2,0,0.0994230769230769
39,1,0.001,5,84.6,37.6,0.0,0.03690909090909088,7.0,33.2,0,0.10749999999999986
39,1,0.001,5,74.2,39.6,0.0,0.04073051948051947,4.2,39.8,0,0.16374999999999973
39,1,0.001,5,65.0,31.6,0.0,0.03996527777777777,4.2,34.6,0,0.09983333333333333
39,1,0.001,5,76.0,37.599999999999994,0.0,0.037575000000000004,3.6,35.2,0,0.17875
39,1,0.001,5,83.0,30.6,0.2,0.03878968253968253,4.6,33.800000000000004,0,0.1712499999999999
39,1,0.001,10,76.8,29.6,0.0,0.03730392156862744,6.2,27.4,0,0.09888888888888889
39,1,0.001,10,83.4,27.4,0.0,0.03940384615384613,6.2,29.2,0,0.09885416666666666
39,1,0.001,10,83.0,35.6,0.0,0.04054054054054055,5.4,32.4,0,0.1262499999999998
39,1,0.001,10,77.6,27.0,0.0,0.039021739130434774,6.6,32.6,0,0.17999999999999988
39,1,0.001,10,72.0,34.8,0.0,0.04010775862068965,5.4,27.6,0,0.09868421052631578
39,1,0.001,10,75.6,34.0,0.0,0.040410958904109576,3.4,38.8,0,0.10749999999999986
39,1,0.001,10,79.2,36.8,0.0,0.04126524390243901,5.4,32.0,0,0.2154999999999999
39,1,0.001,10,80.4,30.4,0.0,0.03947463768115942,5.0,34.199999999999996,0,0.1599999999999998
39,1,0.001,10,81.0,33.8,0.0,0.0383181818181818,4.6,31.8,0,0.15249999999999983
39,1,0.001,10,80.8,27.6,0.0,0.03967465753424658,6.8,29.2,0,0.14499999999999977
39,1,0.001,10,69.6,31.2,0.0,0.038925438596491224,4.8,32.0,0,0.13374999999999992
39,1,0.001,10,72.8,33.8,0.0,0.03764150943396223,5.0,32.0,0,0.09625
39,1,0.001,10,78.6,33.8,0.0,0.03940384615384613,4.2,33.6,0,0.16374999999999973
39,1,0.001,10,88.0,31.799999999999997,0.0,0.03834615384615382,5.0,35.4,0,0.09961538461538462
39,1,0.001,10,80.0,34.6,0.0,0.036348039215686245,7.0,31.400000000000002,0,0.09829545454545453
39,1,0.001,10,89.8,31.0,0.0,0.037562499999999985,7.4,29.599999999999998,0,0.13374999999999992
39,1,0.001,10,83.6,36.2,0.0,0.03928308823529412,5.6,38.0,0,0.1843749999999999
39,1,0.001,10,82.0,27.799999999999997,0.0,0.03848076923076924,7.2,30.4,0,0.2005
39,1,0.001,10,71.8,29.6,0.0,0.038295454545454535,6.2,29.8,0,0.15750000000000006
39,1,0.001,10,78.2,29.0,0.0,0.040089285714285695,6.4,27.6,0,0.19749999999999995
39,1,0.001,10,86.8,32.4,0.0,0.03877083333333332,5.0,32.6,0,0.1949999999999999
39,1,0.001,10,77.076,28.351999999999997,0.0,0.03888924837596428,6.8,27.0,0,0.1768749999999999
39,1,0.001,10,84.335,34.249,0.0,0.037777166177386357,7.0,33.0,0,0.09861111111111111
39,1,0.001,10,81.2,33.400000000000006,0.0,0.036874999999999984,5.8,34.8,0,0.09839285714285714
39,1,0.001,10,80.6,33.8,0.0,0.03946153846153845,5.6,30.8,0,0.19
39,1,0.001,20,78.8,34.400000000000006,0.0,0.040924657534246546,5.0,31.8,0,0.15625000000000008
39,1,0.001,20,87.6,36.2,0.0,0.0381967213114754,5.6,34.4,0,0.09983333333333333
39,1,0.001,20,91.0,25.6,0.0,0.03693548387096776,6.8,33.8,0,0.0985
39,1,0.001,20,97.4,36.0,0.0,0.03436170212765954,8.6,29.2,0,0.09726190476190476
39,1,0.001,20,77.4,30.6,0.0,0.04047256097560973,7.8,28.4,0,0.10749999999999986
39,1,0.001,20,78.8,37.599999999999994,0.0,0.04134615384615384,3.6,40.4,0,0.2125
39,1,0.001,20,72.0,34.6,0.0,0.04079687500000001,5.2,35.800000000000004,0,0.17749999999999994
39,1,0.001,20,74.6,38.2,0.0,0.03915983606557376,3.8,36.199999999999996,0,0.09711538461538462
39,1,0.001,20,78.2,35.4,0.0,0.039861111111111104,4.4,36.199999999999996,0,0.09933333333333334
39,1,0.001,20,83.4,33.8,0.0,0.040393835616438355,5.2,35.2,0,0.09964285714285714
39,1,0.001,20,72.0,28.8,0.0,0.037767857142857124,5.0,30.0,0,0.19187499999999988
39,1,0.001,20,87.4,35.2,0.0,0.03870901639344262,6.0,33.0,0,0.1487499999999999
39,1,0.001,20,74.2,32.4,0.0,0.039999999999999994,7.4,33.0,0,0.13
39,1,0.001,20,83.8,42.0,0.0,0.04042857142857143,3.6,36.6,0,0.09961538461538462
39,1,0.001,20,84.6,27.799999999999997,0.0,0.039736842105263154,5.4,36.4,0,0.18749999999999994
39,1,0.001,20,79.6,35.2,0.0,0.03881147540983605,5.4,29.8,0,0.09869047619047618
39,1,0.001,20,81.8,33.6,0.0,0.038313492063492056,6.8,34.8,0,0.1487499999999999
39,1,0.001,20,83.2,31.6,0.0,0.03910714285714286,4.6,31.8,0,0.09480769230769229
39,1,0.001,20,83.0,27.8,0.0,0.037786885245901604,7.0,29.2,0,0.15750000000000006
39,1,0.001,20,79.4,29.4,0.0,0.0383333333333333,6.4,28.2,0,0.14124999999999982
39,1,0.001,20,79.6,32.2,0.0,0.038458333333333324,6.2,29.4,0,0.14124999999999982
39,1,0.001,20,79.4,35.0,0.0,0.040404929577464783,4.4,41.4,0,0.09907894736842104
39,1,0.001,20,84.6,37.4,0.0,0.03651785714285713,5.2,35.800000000000004,0,0.09897058823529412
39,1,0.001,20,79.2,32.2,0.0,0.03916015624999999,6.0,31.4,0,0.17999999999999988
39,1,0.001,20,82.8,35.6,0.0,0.037916666666666654,5.4,33.800000000000004,0,0.09605263157894736
39,1,0.001,50,82.0,31.8,0.0,0.03802083333333332,6.4,30.400000000000002,0,0.15249999999999983
39,1,0.001,50,76.0,34.8,0.0,0.03892857142857143,4.4,35.6,0,0.09902777777777777
39,1,0.001,50,94.6,33.2,0.0,0.03975352112676055,5.8,36.4,0,0.15625000000000008
39,1,0.001,50,83.4,36.0,0.0,0.03830357142857141,8.6,33.4,0,0.09974137931034482
39,1,0.001,50,88.6,34.400000000000006,0.0,0.038694029850746256,4.4,37.0,0,0.099125
39,1,0.001,50,85.6,31.6,0.0,0.03830769230769231,7.0,32.2,0,0.09845238095238093
39,1,0.001,50,78.6,35.599999999999994,0.0,0.04065972222222221,5.4,31.6,0,0.1487499999999999
39,1,0.001,50,72.2,32.8,0.0,0.03954225352112674,4.8,35.2,0,0.09652777777777777
39,1,0.001,50,84.2,35.2,0.0,0.03622395833333335,4.2,33.8,0,0.09634615384615386
39,1,0.001,50,72.4,27.799999999999997,0.0,0.03957720588235294,5.8,30.4,0,0.17499999999999977
39,1,0.001,50,92.4,33.0,0.0,0.038305084745762684,5.6,33.2,0,0.20499999999999993
39,1,0.001,50,90.6,25.2,0.0,0.037062499999999984,9.0,25.4,0,0.0994642857142857
39,1,0.001,50,83.6,30.6,0.0,0.03939393939393939,8.0,27.400000000000002,0,0.21625
39,1,0.001,50,75.8,35.8,0.0,0.036394230769230755,5.4,38.2,0,0.115
39,1,0.001,50,80.8,41.0,0.0,0.04158132530120482,4.6,36.8,0,0.09928571428571428
39,1,0.001,50,74.0,35.8,0.0,0.040292207792207775,5.2,37.4,0,0.22428571428571428
39,1,0.001,50,89.2,30.6,0.0,0.037909482758620695,5.8,32.6,0,0.09616666666666665
39,1,0.001,50,81.4,28.799999999999997,0.0,0.03747916666666666,6.0,31.6,0,0.0984375
39,1,0.001,50,78.8,33.2,0.0,0.038080357142857124,6.2,30.8,0,0.18812499999999996
39,1,0.001,50,72.8,30.0,0.0,0.03934615384615382,6.2,30.2,0,0.17499999999999977
39,1,0.001,50,86.8,34.8,0.0,0.040144927536231875,5.4,35.0,0,0.1849999999999999
39,1,0.001,50,75.6,34.2,0.0,0.03924295774647888,6.6,32.2,0,0.1262499999999998
39,1,0.001,50,73.6,32.4,0.0,0.04034926470588235,4.0,33.199999999999996,0,0.1749999999999999
39,1,0.001,50,69.8,33.0,0.0,0.037941176470588235,4.0,31.400000000000002,0,0.1749999999999999
39,1,0.001,50,88.0,35.0,0.0,0.039655797101449244,5.0,37.8,0,0.1599999999999998
39,1,0.001,500,80.0,30.200000000000003,0.0,0.039659090909090894,7.0,31.0,0,0.09805555555555555
39,1,0.001,500,78.8,33.2,0.0,0.03804166666666665,5.4,30.0,0,0.17499999999999977
39,1,0.001,500,79.2,36.0,0.0,0.03851694915254237,5.4,33.0,0,0.1599999999999998
39,1,0.001,500,83.4,37.2,0.0,0.03982638888888888,5.2,40.199999999999996,0,0.099125
39,1,0.001,500,76.2,24.6,0.0,0.03671875,6.0,28.2,0,0.09704545454545453
39,1,0.001,500,87.2,34.0,0.0,0.03887931034482757,6.4,30.2,0,0.09808823529411764
39,1,0.001,500,85.0,29.8,0.0,0.03822265625000001,7.0,30.6,0,0.165
